track_id,Name,ai_length,ai_indoor,ai_outdoor,reasoning
1610,Rye House Kart Raceway,,False,True,"The website describes the karting as a 'historic racing circuit' and promotes 'Laser Combat' as an 'Exciting Indoor Activity,' implying karting is not indoor. Customer reviews explicitly state issues with racing 'after dark as the lights are not the best' and 'when it rains as it turns into a ice rink on the racing track,' which are definitive indicators of an outdoor track. There is no information about the track being multi-level or its specific length."
287,Kartsporthalle,,False,True,"Track length is not mentioned in either the website content or customer reviews. Customer reviews explicitly state, 'if it rains, bring a second pair of trousers and socks as it takes place outdoors,' indicating it is an outdoor track and not an indoor one. There is no information suggesting a multilevel track."
1737,TeamSport Harlow,500.0,True,False,The website explicitly states: 'This 500m multi-level circuit' and has sections titled 'CONQUER HARLOW'S STATE-OF-THE-ART GO KARTING CIRCUIT' which further details '500M TRACK' and 'MULTI-LEVEL'. It also refers to the facility as 'TeamSport Harlow indoor go karting track'. No mention of an outdoor track.
2341,Manege Simonshaven,,False,False,"The provided website content and customer reviews exclusively describe an equestrian center named 'Hippisch Centrum Simonshaven' (a horse riding school and stable), not a karting facility. There is no mention of go-karts, karting, or a karting track. Therefore, no data regarding a karting track's length, indoor/outdoor status, or multi-level features can be extracted."
402,Kinderkart,,False,True,"Track length is not mentioned in the provided website content or reviews. 'is_indoor' is false as there is no mention of an indoor track or facility; conversely, the reference to 'Asphaltwirtin' (implying an asphalt surface) and the link to 'Wetter Niedergörsdorf' (Weather Niedergörsdorf) strongly suggest an outdoor track where weather conditions are relevant. The location 'Direkt am Flugplatz Niedergörsdorf gelegen' also implies an open-air environment, thus 'is_outdoor' is true. 'is_multilevel' is false as there is no mention of multiple levels, bridges, tunnels, or elevation changes."
253,Cockpit Kartarena,,True,True,"The track length is not mentioned in the provided website content or customer reviews. Multiple reviews consistently describe the track as having both indoor and outdoor sections: 'in good weather, it's partially open, giving the ride a special feel, and when it rains, the track is completely indoors', a 'fun hybrid track', and 'the change between indoor and outdoor is super exciting'. There is no mention of multiple levels, bridges, or vertical elevation changes that would suggest a multi-level design."
2295,TeamSport High Wycombe,500.0,True,False,"The website explicitly states '500M MULTI-LEVEL TRACK' and refers to it as an 'INDOOR GO KARTING TRACK' located within the Eden Shopping Centre. Reviews also describe the track as 'like a roller coaster' and mention a 'rollercoaster downhill drop!', reinforcing the multi-level nature. There is no mention of an outdoor track."
323,GPN Grand-Prix-Niederrhein,460.0,True,False,"The website explicitly states '460m langen Rennstrecke' for the track length. It repeatedly mentions 'Indoor Karts' and 'Indoor-Kartbahn', confirming it is an indoor facility. There is no mention of an outdoor track. No information is provided about the track being multi-level, so it is assumed not to be."
1630,TeamSport Edmonton,800.0,True,False,The website explicitly states the track is an '800m multi-level go kart track' and an 'epic 800m multi-level circuit with a built-in flyover'. It also consistently refers to the facility as an 'indoor go karting track'.
1687,Brentwood Karting,825.0,False,True,The 'International Circuit' subpage and 'About' subpage both explicitly state the main adult track (International Race Circuit) is 825 meters long. The website frequently describes the facility as 'Outdoor & All Weather Karting' and 'outdoor go karting race track'. There is no mention of an indoor or multi-level track.
1324,Descente du karting,900.0,False,True,The website explicitly states: 'Devour the asphalt at full speed on the large 900 meter track of the Circuit de Cabourg'. The reference to 'asphalt' and 'circuit' strongly indicates an outdoor track. No information regarding an indoor or multi-level track was found.
638,Stras Kart,400.0,True,False,Website (main page and 'Notre Piste' subpage) consistently states '400m'. The track is explicitly described as 'indoor' on multiple website pages and in reviews. The website (main page and 'Notre Piste' subpage) clearly states it is 'multi-niveaux' ('two levels') with a 'tunnel et un pont' (tunnel and bridge).
178,Kart & Fun Kartbahn Neckartenzlingen,,True,False,"The website explicitly calls itself 'KART & FUN IST DEINE INDOOR KARTBAHN' and 'Indoor Kartbahn' multiple times, confirming 'is_indoor'. Customer reviews also refer to it as a 'great indoor go-kart track!'. No information on track length is provided in either source. No mention of an outdoor track or multiple levels was found, leading to 'is_outdoor' and 'is_multilevel' being false based on absence of evidence and consistent 'Indoor' branding."
2354,Virtual room,,True,False,"The provided content clearly describes 'Virtual Room' as a Virtual Reality collaborative game/escape room facility ('1ère salle de réalité virtuelle', 'vr experience', 'escape game', 'vr headsets'). It is not a karting facility with a physical track. Therefore, track-specific metrics like length and multilevel are not applicable. The term 'salle' (room/hall) on the website, combined with the nature of a VR experience, confirms it is an indoor facility."
1606,Absolutely Karting,,True,False,"Track length is not specified in meters on the website or in reviews. The website explicitly states 'DOUBLE-LEVEL TRACK' and features like 'Glow Karting', 'lounge area', 'party rooms', and 'snack bar' along with fixed opening times strongly suggest an indoor facility. Reviews also describe indoor characteristics such as 'clean and vibrant decor', 'refreshment sales', 'lockers', and 'family uv session'. There is no mention of an outdoor track in either source."
27,Kart Centre Roosendaal,,True,False,"The facility is named 'Playdôme Roosendaal,' strongly implying an indoor complex. The majority of other activities listed (bowling, laser tag, escape rooms) are typically indoor. Customer reviews also mention a 'nicely themed building / halls'. There is no mention of an outdoor kart track; outdoor elements like 'Zomeractiviteiten' and 'Biergarten' appear to be separate areas. No information about track length or whether it is multilevel was provided."
1714,M4 Karting,268.0,True,False,"The website's 'The Circuit' section explicitly states '268m Length'. The address 'Hangar 88' strongly implies an indoor facility, and there is no information indicating an outdoor or multi-level track in either the website content or customer reviews."
218,Kartbahn CalaRace,450.0,True,False,The website explicitly states '450 m langen Indoor Kartbahn' and that it features karts 'auf zwei Ebenen'. A customer review also confirms the track is 'auf zwei Ebenen Fahrbahn'. There is no mention of an outdoor track.
24,Modelautoclub De Baanbrekers,,False,True,"The website explicitly states the facility has a 'permanent asfalt circuit' (permanent asphalt circuit) 'speciaal voor het rijden met radiografisch bestuurbare auto's' (specifically for driving radio-controlled cars), which indicates an outdoor track. No information regarding track length, indoor facilities, or multilevel design was found in either the website content or customer reviews."
2421,F1 Box,,True,False,"The facility, 'F1 Box', offers F1 racing simulators ('12 full motion F1® simulators', 'racing games', 'authentic simulators'), not a physical karting track. Therefore, a physical track length is not applicable and no virtual track lengths are provided, hence 'length_meters' is null. The facility is located inside Westfield Stratford City, a shopping mall, and described as an 'immersive audio-visual experience' within a 'state-of-the-art video and lighting portal', indicating an indoor environment ('is_indoor': true). There is no information in either source to suggest any outdoor ('is_outdoor': false) or multilevel ('is_multilevel': false) components for the simulator setup or virtual tracks."
228,Geschicklichkeits-Kartbahn,,True,False,"The website explicitly states the company name as 'RS Speedworld Indoor-Karting GmbH', confirming it is an indoor facility. There is no mention of an outdoor track; the 'Außenanlage' refers to an outdoor area for the bistro. No specific track length in meters is provided. There is also no information indicating the track is multilevel; the 'new track layout every month' refers to reconfigurations of the track design, which typically occur on a single level."
521,Kartarena,2500.0,True,True,"The website explicitly states a 'Streckenlänge' (track length) of '2500m' and details an 'Indoor-Strecke' of '1.300m' and an 'Outdoor-Strecke' of '1.200m', which sum to 2500m. This is corroborated by multiple reviews mentioning 'indoor and outdoor sections' and one specifically stating 'a maximum length of approximately 2,500 meters'. There is no information in either source to indicate a multilevel track."
470,Motor Sport Weis - Kartbahn Büren,,False,True,"Track length is not mentioned in either source. 'is_indoor' is false as there's no evidence for it; 'is_outdoor' is true based on reviews mentioning 'good asphalt', 'long straights', and users bringing 'their own kart', along with reference to a 'permit process' which often applies to outdoor facilities. 'is_multilevel' is false as there is no description indicating multiple levels."
686,Karting de Chartres,420.0,True,False,The website's 'Notre Piste' subpage explicitly states '420 mètres d'adrénaline !' and 'piste fluide et dynamique de 420m'. It also clearly states it is an 'indoor' track and has 'Deux niveaux avec un pont et un tunnel'.
2420,Virtual Golf Lounge,,,,"No data available (scrape failed, no reviews)"
181,Dickarting,,,,"No data available (scrape failed, no reviews)"
1597,Supakart,800.0,True,True,"The website explicitly states '800 METRES OF ADRENALINE FUELLED FUN'. It also mentions being 'Newport's number one indoor go karting centre' and 'indoor race karts', while separately stating 'As well as our outdoor section' and 'Now OPEN !! Outdoor track section'. Multi-level status is confirmed by 'MULTI-LEVEL TRACK WITH FIGURE OF 8, BANKED BENDS, HAIRPINS AND FLYOVER', '2 layer track', 'tunnel', and '450ft bridge with crossover'."
1660,Rayleigh Go Karting,,,,"No data available (scrape failed, no reviews)"
2297,TeamSport Basildon,500.0,True,False,The website explicitly states '500M TRACK' and refers to the facility as an 'INDOOR GO KARTING TRACK'. It also mentions 'MULTI-LEVEL'. Customer reviews confirm 'the addition of 2 levels' and generally describe an indoor setting.
7,Planet Awesome,,True,False,"The website explicitly mentions a 'multi-level kartbaan' (multi-level kart track). The context describes an 'ultieme entertainment center' with various indoor activities, indicating an indoor facility. No information about track length or outdoor tracks was found."
1599,Rissington Kart Club,,False,True,"Track length is not mentioned in any provided text. There is no information suggesting an indoor or multilevel track. The presence of 'marshalling', 'official races' (dating back to 1964), and directions involving a 'country lane' and 'airbase' strongly indicate an outdoor track. Confidence is Low due to the absence of explicit data for length and multilevel status."
306,Kartcity,,True,True,"Track length is not mentioned in either the website content or customer reviews. The presence of an 'indoor track' is explicitly mentioned in multiple reviews ('the indoor track has a great layout', 'the indoor track offers excellent grip') and implicitly supported by a comment on 'air quality deteriorated after just a few races'. The existence of an 'outdoor course' is explicitly mentioned in one review ('fantastic indoor and outdoor course') and implicitly supported by a 'the track was wet' comment. There is no mention of a multi-level track; one review stating the track 'offers no surprises' and is 'easy to manage, even for beginners' suggests it is not multi-level."
2129,Pit Bend,,,,"The provided WEBSITE CONTENT and CUSTOMER REVIEWS are for 'Rutland Water Park' and its associated activities (walking, cycling, watersports, aqua park, fishing, etc.). There is no mention of a karting facility named 'Pit Bend' or any details about a karting track in either source."
1591,Karting Worcester,,False,True,"The website explicitly states 'outdoor karting circuit' and 'outdoor racing'. It also describes the circuit as having 'a mix of cambers and challenging corners, including a swooping downhill section', strongly indicating elevation changes and thus a multilevel design. The specific track length in meters is not provided on the website or in reviews."
2247,Grampian Kart Club,,False,True,"Track length and whether it is multilevel are not mentioned in either the website content or customer reviews. 'is_indoor' is inferred as false and 'is_outdoor' as true based on strong contextual clues from the website: the types of events listed ('PRE-SEASON TEST DAY', 'BDOC ROUNDS'), the mention of 'PADDOCK NEWS', and the location 'Boyndie Drome' (a common term for an airfield or open track), all strongly indicate an outdoor facility. No information suggests an indoor or multilevel track."
415,Mini-Lausitzring,,,,"The provided website content and customer reviews refer exclusively to 'DEKRA Lausitzring', a large motor racing circuit, and do not contain any specific information about a 'Mini-Lausitzring' or a dedicated karting facility. Therefore, no precision data (track length, indoor/outdoor status, or multi-level status) for 'Mini-Lausitzring' could be extracted from the given sources."
234,GO102,,False,True,"Customer reviews explicitly state 'if it rains, bring a second pair of trousers and socks as it takes place outdoors,' confirming it is an outdoor track. The website also provides a 'Wetter Niedergörsdorf' link and mentions the location 'Direkt am Flugplatz Niedergörsdorf gelegen' (directly at Niedergörsdorf airfield), supporting an outdoor setting. No information about track length or multi-level design was found in either source."
301,Spreewaldring Kartcenter,800.0,True,True,"The website explicitly states the track length as '800 Meter lange Go Kart Bahn' multiple times. The facility is clearly identified as an 'Outdoor-Kartbahn' throughout the website. However, the 'Scudi-Kart-Cup 2026' event description also mentions 'Monatliches Kartfahren für bis zu 40 Personen auf Indoor- und Außenbahnen', indicating that indoor track options are available at the facility for events. There is no mention of the track being multilevel in either source."
235,Kartbahn B68,,True,False,"The track length is not explicitly mentioned in either the website content or customer reviews. 'Is_indoor' is inferred as 'true' due to a review mentioning operation on 'Saturday evening around 7:30 p.m.', which is a common operating time for indoor karting facilities, especially in Germany, and there are no mentions of weather impacting the experience. Consequently, 'is_outdoor' is inferred as 'false'. There is no information in either source to suggest the track is multilevel, so 'is_multilevel' is set to 'false'. All determinations are based on indirect clues or absence of information, leading to low confidence."
191,All-Kart,,True,False,"The website explicitly calls itself a 'Hallenkartbahn' (indoor kart track) multiple times and refers to the building as 'Karthalle'. There is no mention of track length or being multilevel. An 'Außengelände' (outdoor area) is mentioned, but only for a flea market, not for karting."
4,Bleekemolens Race Planet Delft,,True,False,"Website content provides no specific track details for Delft. Customer reviews describe the track as 'pretty small'. Its indoor nature is inferred from the absence of outdoor descriptions and the mention of a 'top floor' within the facility. The 'is_multilevel' status is based on a review stating 'for children on the top floor there are cars', strongly suggesting a multi-level indoor karting track."
20,Van der Ende racing Inn,1200.0,True,False,"The website explicitly states: 'De kartbaan is maar liefst 1,2 kilometer lang met bruggen, verhogingen en meer dan 25 bochten!' and 'Karten op de grootste indoorkartbaan van Europa'. Reviews corroborate the 'two levels/floors' aspect."
1881,Daytona Motorsport,1360.0,False,True,"The website explicitly states the 'International Circuit' (main adult track) is '1,360 metre outdoor track'. It is repeatedly referred to as an 'outdoor go-karting track'. While an 'uphill straight' is mentioned, there is no description or indication of a multilevel design (e.g., bridges or tunnels where one track section passes over another)."
2414,Simply Race,,True,False,"The provided content clearly indicates 'Simply Race' is a sim racing facility, not a physical karting track. It offers a 'huge selection of tracks' (virtual), therefore there is no single physical track length. Simulators are inherently an indoor activity. There is no information suggesting an outdoor component or a multi-level layout for a physical track or the sim facility itself."
654,Karting Monéteau,360.0,True,False,"The website, specifically the 'Le circuit' subpage, states 'Sur notre piste de karting couvert de 360 mètres', directly providing the length and confirming it's indoor. The entire website focuses on 'Karting Indoor' at the Auxerre location, with no mention of an outdoor track for karting. There is no information provided about the track being multi-level."
41,Kartbaan Driebergen,750.0,False,True,The website explicitly states 'De baan is 750 meter lang' and 'Kartcircuit Driebergen is een buitenbaan'. There is no mention of multilevel features on the track.
736,Karting & Quad Auxerre,360.0,True,False,The website subpage 'Le circuit' explicitly states: 'Sur notre piste de karting couvert de 360 mètres'. It also repeatedly specifies 'KARTING INDOOR' and 'centre couvert'. There is no mention of an outdoor karting track; the quad activity is at a different location (Augy). No information in either source suggests a multilevel track.
1813,Anglia Indoor Karting,,True,False,"The facility's name is 'Anglia Indoor Karting,' and several reviews explicitly refer to it as an 'indoor karting experience,' confirming it is an indoor track. Neither the website nor reviews mention an outdoor track. No specific track length in meters was found. One review describes the 'trail' as having 'descents, climbs, and turns with different angles,' which strongly suggests a multi-level track."
162,Indoor Kartbahn Werther,500.0,True,False,The website explicitly states '500 m Rennasphalt' and repeatedly refers to itself as 'Indoor Kartbahn Werther'. There is no mention of an outdoor track or multiple levels in the provided content.
629,C.P. Quad Loisirs,,False,False,"The provided website content is empty. Customer reviews describe 'hikes' and 'walks' in an 'incredible setting' and do not mention any karting track, its length, or any specific features like being indoor, outdoor, or multilevel. The available data does not support the existence or characteristics of a karting track."
2184,Shenington Kart Racing Club,1211.0,False,True,"The website explicitly states two configurations: 'a 1018-meter layout for direct drive karts and an extended 1211-meter circuit for gearbox classes'. The 1211m track is chosen as the main adult track as it's 'extended' and for 'gearbox classes'. The facility is located at 'Edgehill Airfield circuit' (website) and reviews mention 'camping' and 'high speed straights', strongly indicating an outdoor track. No information from either source suggests it is indoor or multi-level."
17,Triopsys,,,,"The provided 'WEBSITE CONTENT' is for 'ICT TriOpSys', an IT company specializing in mission-critical IT systems, and contains no information about a karting facility or its tracks. The 'CUSTOMER REVIEWS' section is empty. Therefore, no data regarding a karting track could be extracted from the provided sources for 'Triopsys'."
18,Kartfabrique,,True,False,"The track length is not explicitly mentioned on the website or in customer reviews. The facility name 'Kartfabrique' (factory/building) and its urban/industrial address (Westkanaaldijk 7, 3542 DA, Utrecht) strongly imply an indoor setting for all activities, including karting, with no mention of an outdoor track. While the website mentions a 'GAME-ARENA OP DRIE VERDIEPINGEN', this is specifically for Lasergamen, not for the karting track itself, and reviews do not suggest a multi-level kart track."
2343,HV Fortissimo,,,,"The provided WEBSITE CONTENT is for 'HV Fortissimo', which is clearly a handball club based on the extensive mentions of 'handbal', 'teams', 'trainingstijden', and 'activiteiten' related to handball. There is no information about a karting facility, tracks, length, or any related keywords. The CUSTOMER REVIEWS section is empty. Therefore, no data regarding a karting track could be extracted from the given sources."
168,sport kart Münster,,True,False,"The website states 'DEINE KARTBAHN FÜR JEDES WETTER' (Your kart track for all weather), which strongly indicates an indoor facility. There is no specific mention of track length or whether it is multi-level in the website content or customer reviews. One review vaguely implies the track might be shorter compared to another facility ('they have a longer track'), but no specific length is provided."
1825,TeamWorks Karting Letchworth,,True,False,"The website explicitly states 'Indoor Karting for all ages' and 'The best indoor karting in Hertfordshire'. There is no mention of track length, outdoor karting, or multi-level features in either the website content or the customer reviews."
505,BattleKart Halle-Leipzig,,True,False,"Track length is not specified in meters or any other unit on the website or in the reviews. The facility is explicitly described as an 'indoor arena' and 'huge, fully equipped hall' in reviews, and the website's description of 'auf den Boden projizierten Boni' (bonuses projected onto the floor) strongly implies an indoor setting. There is no mention of an outdoor track or any multi-level track features in either source; the projection concept further suggests a single-level track."
49,De Landsard,,False,True,"No specific track length in meters was found in either the website content or the customer reviews. The website explicitly refers to 'De Landsard Outdoor kartcircuit' and distinguishes 'outdoor karten' from 'indoor sim racen', indicating that karting itself is only outdoor. No information was found to suggest the kart track is multilevel."
327,RC-Cartbahn,,True,False,"The company name 'RS Speedworld Indoor-Karting GmbH' explicitly states it's an indoor facility. An 'Außenanlage' (outdoor area) is mentioned for the bistro, but not as an outdoor track, supporting 'is_outdoor: false'. No information regarding track length or multiple levels (bridges, tunnels, etc.) was found in the provided content, making these 'null' or 'false'."
23,Hezemans Karting,650.0,True,False,"The website explicitly states the track length as '650 meter' and identifies the facility as 'Hezemans Indoor Karting'. It also mentions a key feature: 'dit circuit wel twee verdiepingen heeft' (this circuit has two floors). Customer reviews corroborate the multi-level aspect, with one stating 'de baan ook schuine hellingen had waardoor je omhoog en omlaag kunt rijden'."
592,Bahn 2 (gelb),,,,The provided 'WEBSITE CONTENT' and 'CUSTOMER REVIEWS' are exclusively about 'Deutsche Bahn' (German Railway) and contain no information pertaining to a karting facility named 'Bahn 2 (gelb)' or any karting track data.
1669,Lakeside Karting,900.0,False,True,"The website explicitly states 'FLOODLIT, OUTDOOR & ALL WEATHER KARTING' and 'outdoor go karting race track'. A customer review directly mentions 'a great 900m circuit' for the main track. No information was found in either source to suggest an indoor or multi-level track."
1616,Teamsport Karting,500.0,True,False,"The website explicitly states '500M TRACK' multiple times. It also mentions 'multi-level track' and 'TeamSport Indoor Karting Cardiff', clearly indicating it's an indoor and multi-level facility."
2294,Teamsport London Docklands,800.0,True,False,The website explicitly states the track is 'over a staggering 800m' and 'This massive 800m tarmac circuit'. It also refers to itself as 'TEAMSPORT LONDON DOCKLANDS INDOOR GO KARTING TRACK' and highlights a 'Multi-Level track experience' with a 'mezzanine'.
1645,TeamSport Bristol,800.0,True,False,"The website explicitly states an '800M TRACK', describes it as a 'multi-level state-of-the-art indoor track' with '10 hair-raising bends and plenty of challenges across two levels', and a 'superb 800m split-level track'. Customer reviews also confirm it as an 'indoor go karting' facility."
15,Kartbaan Duiven,,True,False,"Customer reviews explicitly state that Kartbaan Duiven offers an 'indoor karting experience' and repeatedly describe the track as having 'two levels' with 'challenging turns and elevation changes' and 'coming down from the upper level'. There is no information provided in either the website content or the customer reviews about the specific length of the track in meters, nor is there any mention or suggestion of an outdoor track."
2260,TeamSport Acton,500.0,True,False,"The website explicitly states 'Multi-level 500m go kart track' multiple times and refers to it as an 'indoor go karting track'. It also mentions 'plenty of level changes' and 'elevations'. Customer reviews corroborate the multi-level nature by mentioning 'difficult to see the main floor track but the downstairs viewing area is clear', implying different track levels within an indoor setting. There is no mention of an outdoor track."
1590,Swindon Karting Arena,268.0,True,False,"The website explicitly states '268m Length' under 'The Circuit' section. The address 'Hangar 88, Hullavington Airfield' strongly implies the track is located inside a hangar, making it an indoor facility. There is no mention of an outdoor track or any features suggesting it is outdoors. There is also no mention of a multilevel track in either the website content or reviews."
2408,F1 Arcade,,,,"Both the website content and customer reviews consistently describe F1 Arcade as a 'simulation racing' facility with 'F1 simulators' and 'sim racing', not a physical karting facility with a track. Therefore, specific data points about a physical track's length, indoor/outdoor status, or multilevel design are not applicable or extractable from the provided text."
1845,Revolution Karting,450.0,False,True,The website explicitly states 'our 450m floodlight track'. It also repeatedly describes the facility as 'outdoor go karting' and 'Central London’s best outdoor karting track'. Customer reviews mentioning 'raced in wet conditions' and 'blistering sun and heat' further confirm it is an outdoor track. There is no mention of the track being multilevel in either source.
1874,TeamSport Dunstable,500.0,True,False,"The website explicitly states '500M TRACK', 'indoor go karting', and 'MULTI-LEVEL' / 'Spread out over two levels of track'. Customer reviews also mention 'the top level', confirming it is multi-level, and 'buzzing atmosphere' which is characteristic of an indoor venue. There is no mention of an outdoor track."
378,Harzer Kart-Center,,,,"The website content provides extensive information about karting services (training, races, license, events) but does not specify the length of the kart track, whether it is an indoor or outdoor facility, or if it features multiple levels. The 1000 sqm mentioned on the website refers to the LaserCity arena, not the kart track itself. No customer reviews were provided to infer this information."
33,Indoor Kartbaan Winterswijk,,True,False,"The facility is named 'Indoor Kartbaan Winterswijk' and the website explicitly mentions 'Indoor E-Karten'. No track length or multi-level features are mentioned, and no outdoor karting options are listed."
617,SpeedPark,,True,False,"Track length is not explicitly mentioned. The website states 'INDOOR leisure world' and specifically 'Kart Indoor' with a 'Piste de kart indoor'. It mentions 'avec pont' (with a bridge), which indicates a multilevel track. There is no mention of an outdoor track."
185,Knatterdrom,900.0,True,True,"Website states 'Eine Gesamt-Rennstrecke von 900 m'. Customer reviews mention 'we only drove indoors (600m)', which refers specifically to the indoor part and supports the overall length from the website. Both sources explicitly mention 'Indoor- und Outdoor-Kartbahn' and confirm the existence of both indoor and outdoor sections. No information regarding a multilevel track was found in either source."
201,Kart Center Hildesheim,,True,False,"The website explicitly states 'Indoorkartbahnen Norddeutschlands' (indoor go-kart tracks of Northern Germany), confirming it's an indoor facility. Reviews corroborate this by mentioning 'water floods the entire hall' during heavy rain, making the 'train unusable'. There is no mention of track length or a multi-level design in either source."
383,Nano-Karts,,True,True,"Track length and multilevel status are unknown as no information was found. The presence of an indoor track is confirmed by multiple reviews (e.g., 'the indoor track has a great layout,' 'modern and fast nitro karts. the indoor track offers excellent grip'). The existence of an outdoor component is indicated by one review mentioning a 'fantastic indoor and outdoor course.'"
704,Nantes Karting NEK,400.0,True,False,"The website explicitly states the track length as '400m' multiple times (e.g., 'Circuit Karting de 400m', 'Un Karting Indoor de 400m'). It is identified as 'karting indoor thermique' on the website, and a review also calls it an 'indoor karting track'. The website mentions 'Une piste de 400m avec tunnel', indicating a multilevel track design."
1840,Rally Karting Centre,,False,True,"Length: No specific track length in meters is mentioned. Is_indoor: Website explicitly mentions 'all terrain circuit', 'Off-road activities', 'mud bath', and 'Subject to weather', clearly indicating an outdoor setting with no mention of indoor facilities. Is_outdoor: Multiple strong indicators on the website confirm an outdoor track ('all terrain circuit', 'Off-road activities', 'mud bath', 'Subject to weather'). Is_multilevel: While described as 'all terrain', implying natural elevation changes, there is no specific mention or description of an engineered multi-level track (e.g., bridges, ramps over track sections)."
278,The Kart Company Emsbüren,870.0,False,True,"The website subpage 'die kartbahn emsbüren' explicitly states 'Länge: 870m'. The main website repeatedly states 'KARTSPORT FINDET DRAUSSEN STATT' (Karting takes place outdoors), which is corroborated by multiple reviews referring to it as an 'outdoor kart track' and 'fantastic speed circuit, beautifully situated'. There is no mention of a multilevel track in either source."
